ride_id,rideable_type,started_at,ended_at,trip_duration,day_of_week,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
45C7F5E0A3B868FB,electric_bike,10/6/2024 21:35,10/6/2024 21:38,0:03:43,1,,,,,41.99,-87.66,41.99,-87.65,casual
6BFB364B3E37D8CF,electric_bike,10/6/2024 21:36,10/6/2024 21:40,0:04:23,1,,,,,41.98,-87.67,41.98,-87.66,casual
6FF9658ECD4E8579,electric_bike,11/6/2024 13:35,11/6/2024 13:42,0:06:31,2,,,,,41.89,-87.62,41.89,-87.63,casual
ACF94376DF9439C4,electric_bike,11/6/2024 16:46,11/6/2024 16:54,0:08:45,2,,,,,41.89,-87.64,41.89,-87.66,casual
B30F947AA63AAF29,electric_bike,11/6/2024 11:35,11/6/2024 11:49,0:13:40,2,,,,,41.89,-87.61,41.89,-87.66,casual
78C3E0CEC1D486EC,electric_bike,11/6/2024 8:10,11/6/2024 8:19,0:08:23,2,,,,,41.88,-87.67,41.89,-87.65,casual
2DB5C2E15C81C2DC,electric_bike,11/6/2024 13:25,11/6/2024 13:42,0:17:07,2,,,,,41.9,-87.66,41.93,-87.71,casual
2A64EDA8E7633BFA,electric_bike,11/6/2024 18:41,11/6/2024 18:46,0:04:43,2,,,,,41.93,-87.66,41.95,-87.66,casual
9B010D145E668CF2,electric_bike,11/6/2024 19:02,11/6/2024 19:06,0:04:51,2,,,,,41.95,-87.66,41.93,-87.65,casual
A1706A02C670B91B,electric_bike,11/6/2024 18:55,11/6/2024 18:57,0:02:18,2,,,,,41.9,-87.65,41.9,-87.65,casual
DBC2313E1C977713,electric_bike,10/6/2024 20:21,10/6/2024 20:28,0:06:25,1,,,,,41.87,-87.68,41.87,-87.66,member
9A1F6536BC70EEAB,electric_bike,11/6/2024 10:28,11/6/2024 10:32,0:03:55,2,,,,,41.87,-87.66,41.87,-87.65,member
B4C3B68E7947FFF9,electric_bike,11/6/2024 18:50,11/6/2024 18:58,0:07:27,2,,,,,41.92,-87.63,41.93,-87.65,casual
E8CE71B6054D4F61,electric_bike,11/6/2024 13:11,11/6/2024 14:34,1:23:55,2,,,,,41.89,-87.61,41.88,-87.62,casual
7334391F52D7DC19,electric_bike,11/6/2024 16:13,11/6/2024 16:36,0:22:34,2,,,,,41.96,-87.65,41.9,-87.63,casual
9AC42182B1873BFC,electric_bike,11/6/2024 15:02,11/6/2024 16:13,1:10:56,2,,,,,41.89,-87.61,41.84,-87.61,casual
8D649A54FF0CC2D1,electric_bike,11/6/2024 18:29,11/6/2024 18:37,0:07:42,2,,,,,41.89,-87.62,41.88,-87.62,casual
76D05F5D2C3EA53B,electric_bike,11/6/2024 8:55,11/6/2024 8:59,0:04:02,2,,,,,41.93,-87.65,41.92,-87.64,casual
2EA0A8AF27858D14,electric_bike,11/6/2024 10:55,11/6/2024 10:58,0:03:15,2,,,,,41.89,-87.62,41.89,-87.62,casual
A98F9F43F3A1DF22,electric_bike,11/6/2024 17:12,11/6/2024 17:37,0:25:10,2,,,,,41.88,-87.63,41.91,-87.62,casual
F9034E58308A8F08,electric_bike,11/6/2024 1:03,11/6/2024 1:06,0:03:39,2,,,,,42,-87.66,42.01,-87.66,casual
C6EB1797FCFAD4C4,electric_bike,11/6/2024 8:32,11/6/2024 8:38,0:06:13,2,,,,,41.99,-87.68,42,-87.67,casual
CCDA88AD3B720103,electric_bike,11/6/2024 2:36,11/6/2024 2:40,0:03:58,2,,,,,41.99,-87.68,42,-87.67,casual
FAA8B7727CC9DE9D,electric_bike,11/6/2024 7:47,11/6/2024 7:52,0:04:49,2,,,,,42,-87.67,41.99,-87.68,casual
EE9F2E3EE449F1CA,electric_bike,11/6/2024 18:04,11/6/2024 18:41,0:37:46,2,,,,,42,-87.66,41.98,-87.67,casual
445B893257F5B09C,electric_bike,10/6/2024 19:09,10/6/2024 19:20,0:10:53,1,,,,,41.95,-87.65,41.96,-87.67,casual
4319A20A6E8170B8,electric_bike,10/6/2024 19:25,10/6/2024 19:30,0:05:20,1,,,,,41.96,-87.67,41.95,-87.67,casual
B85981EFD41F995E,electric_bike,10/6/2024 19:21,10/6/2024 19:38,0:17:11,1,,,,,41.93,-87.65,41.9,-87.67,casual
6B1F6206083C9FF5,electric_bike,11/6/2024 17:14,11/6/2024 17:21,0:06:59,2,,,,,41.89,-87.63,41.88,-87.64,casual
8CA79A31485C3B97,electric_bike,11/6/2024 12:21,11/6/2024 12:31,0:10:31,2,,,,,41.96,-87.66,41.96,-87.65,casual
82B7A2985CDE183F,electric_bike,11/6/2024 13:27,11/6/2024 13:36,0:09:45,2,,,,,41.95,-87.65,41.96,-87.67,casual
A9D471F665EAE58B,electric_bike,11/6/2024 14:03,11/6/2024 14:47,0:43:55,2,,,,,41.92,-87.63,41.89,-87.6,casual
66BA5E6568C53FE1,electric_bike,11/6/2024 6:42,11/6/2024 6:54,0:12:20,2,,,,,41.92,-87.64,41.89,-87.64,casual
7F07D5AD6C989C9A,electric_bike,11/6/2024 16:44,11/6/2024 16:58,0:13:27,2,,,,,41.87,-87.68,41.9,-87.67,casual
D3AF7226EA880F99,electric_bike,11/6/2024 15:59,11/6/2024 17:49,1:49:45,2,,,,,41.91,-87.75,41.91,-87.76,casual
75D79D2A55D927E4,electric_bike,10/6/2024 22:50,10/6/2024 23:00,0:09:14,1,,,California Ave & Division St,13256,41.93,-87.71,41.903029,-87.697474,casual
844B878127142916,electric_bike,11/6/2024 13:17,11/6/2024 13:21,0:03:19,2,,,,,41.9,-87.63,41.89,-87.63,casual
CDF7618D4FC8E265,electric_bike,11/6/2024 12:35,11/6/2024 12:56,0:20:48,2,,,,,41.97,-87.66,42.02,-87.68,casual
DA6ACACF26645A46,electric_bike,11/6/2024 3:45,11/6/2024 4:01,0:15:55,2,,,,,41.8,-87.72,41.84,-87.72,casual
707F4ED8BBACC30C,electric_bike,10/6/2024 21:25,10/6/2024 21:37,0:12:12,1,,,,,41.89,-87.63,41.9,-87.67,casual
D4D201CD0739424A,electric_bike,11/6/2024 18:22,11/6/2024 18:28,0:06:01,2,,,,,41.95,-87.66,41.93,-87.65,casual
19EF6D5814B4B39B,electric_bike,11/6/2024 18:16,11/6/2024 18:24,0:08:24,2,,,,,41.91,-87.64,41.91,-87.62,casual
E431803D511F36C6,electric_bike,11/6/2024 18:45,11/6/2024 18:47,0:01:44,2,,,,,41.89,-87.67,41.89,-87.66,casual
E5EABBEB0B2EBE59,electric_bike,10/6/2024 19:45,10/6/2024 20:23,0:37:26,1,,,,,41.92,-87.63,41.98,-87.66,casual
F436D2A57D841D1C,electric_bike,11/6/2024 17:03,11/6/2024 17:11,0:08:03,2,,,,,41.88,-87.63,41.86,-87.63,member
DDFB2638BF7DA62A,electric_bike,11/6/2024 11:51,11/6/2024 11:53,0:02:53,2,,,,,41.88,-87.63,41.88,-87.63,member
238CF854F7B992AF,electric_bike,11/6/2024 17:09,11/6/2024 17:19,0:10:10,2,,,,,41.91,-87.66,41.91,-87.62,casual
34C064569C112C65,electric_bike,11/6/2024 18:28,11/6/2024 18:38,0:10:39,2,,,,,41.91,-87.62,41.91,-87.65,casual
7FB343563C9C62D6,electric_bike,11/6/2024 18:55,11/6/2024 19:00,0:04:58,2,,,,,41.91,-87.65,41.92,-87.66,casual
9B72E259B93DAFDF,electric_bike,11/6/2024 17:59,11/6/2024 18:10,0:11:05,2,,,,,41.94,-87.64,41.96,-87.64,casual
318ED143B761530A,electric_bike,7/6/2024 2:16,7/6/2024 2:23,0:06:53,5,,,,,41.93,-87.65,41.93,-87.66,casual
C2E06EE1C9C647EC,electric_bike,7/6/2024 17:51,7/6/2024 18:04,0:13:51,5,,,,,41.99,-87.67,41.96,-87.64,casual
A8D2784798AFE340,electric_bike,6/6/2024 21:45,6/6/2024 21:46,0:01:12,4,,,,,41.91,-87.63,41.91,-87.63,casual
98F9F0F985637B5A,electric_bike,6/6/2024 19:47,6/6/2024 19:55,0:07:32,4,,,,,41.92,-87.64,41.91,-87.63,casual
904FB64B99809040,electric_bike,6/6/2024 21:47,6/6/2024 21:55,0:08:00,4,,,,,41.91,-87.63,41.92,-87.64,casual
43B8C994879577AD,electric_bike,6/6/2024 23:41,6/6/2024 23:49,0:07:40,4,,,,,41.95,-87.67,41.95,-87.66,casual
9894A1EA36570B0C,electric_bike,7/6/2024 15:54,7/6/2024 16:03,0:09:10,5,,,,,41.91,-87.63,41.91,-87.63,casual
BF5E84505DE3AB61,electric_bike,7/6/2024 16:09,7/6/2024 16:12,0:03:15,5,,,,,41.91,-87.63,41.91,-87.63,casual
46745014FD5F50E8,electric_bike,7/6/2024 15:12,7/6/2024 15:22,0:10:23,5,,,,,41.93,-87.64,41.93,-87.66,casual
0671BA8A93447B57,electric_bike,6/6/2024 19:57,6/6/2024 20:03,0:06:20,4,,,,,41.93,-87.64,41.92,-87.63,casual
E7F09F7B216CB192,electric_bike,6/6/2024 21:29,6/6/2024 21:37,0:07:50,4,,,,,41.92,-87.63,41.93,-87.64,casual
923B34F2EEF2A94B,electric_bike,7/6/2024 12:18,7/6/2024 12:31,0:13:01,5,,,,,41.95,-87.65,41.97,-87.67,casual
D759288298061EF9,electric_bike,7/6/2024 16:16,7/6/2024 17:03,0:46:50,5,,,,,41.98,-87.67,41.89,-87.63,casual
B60079A80B0FFDFE,electric_bike,7/6/2024 15:40,7/6/2024 16:24,0:44:24,5,,,,,41.96,-87.64,41.91,-87.69,casual
94838F816820604B,electric_bike,6/6/2024 19:36,6/6/2024 19:45,0:08:57,4,,,,,41.92,-87.63,41.92,-87.64,casual
CFB302F2BE08B198,electric_bike,7/6/2024 14:09,7/6/2024 14:15,0:06:07,5,,,,,41.97,-87.69,41.97,-87.67,casual
467D7D1C7F7D8973,electric_bike,7/6/2024 13:21,7/6/2024 13:38,0:16:55,5,,,,,41.94,-87.67,41.97,-87.69,casual
9FE1D2CE7C2C4FC6,electric_bike,7/6/2024 14:21,7/6/2024 14:27,0:06:17,5,,,,,41.97,-87.67,41.97,-87.69,casual
C8E00E7D6A358523,electric_bike,7/6/2024 13:26,7/6/2024 13:28,0:02:27,5,,,,,41.89,-87.65,41.89,-87.65,casual
28DAE6CE47C4EA48,electric_bike,7/6/2024 17:36,7/6/2024 17:46,0:09:56,5,,,,,41.93,-87.64,41.91,-87.63,casual
F28AF1F889BB1FE2,electric_bike,7/6/2024 9:42,7/6/2024 9:44,0:02:29,5,,,,,41.89,-87.63,41.89,-87.63,casual
823F0B3F5F8191A6,electric_bike,7/6/2024 1:12,7/6/2024 1:38,0:25:16,5,,,,,41.9,-87.66,41.93,-87.65,casual
5284F26AAF8E2F95,electric_bike,6/6/2024 23:19,6/6/2024 23:33,0:13:56,4,,,,,41.93,-87.65,41.9,-87.66,casual
F1DE74DD8271E9FF,electric_bike,7/6/2024 17:44,7/6/2024 18:08,0:24:13,5,,,,,41.89,-87.65,41.91,-87.71,casual
0004EEFC3D975063,electric_bike,6/6/2024 21:32,6/6/2024 21:34,0:01:46,4,,,,,41.92,-87.64,41.92,-87.64,casual
A8046A1968E8B589,electric_bike,6/6/2024 22:58,6/6/2024 23:05,0:07:15,4,,,,,41.93,-87.65,41.94,-87.65,casual
BE1B17A88D9A1389,electric_bike,7/6/2024 18:30,7/6/2024 19:00,0:30:23,5,,,,,41.91,-87.69,41.98,-87.67,casual
3D0CC4981980A7AB,electric_bike,6/6/2024 22:22,6/6/2024 22:28,0:05:58,4,,,,,41.79,-87.6,41.8,-87.59,casual
A9ED9E9DEB124D34,electric_bike,7/6/2024 17:15,7/6/2024 17:25,0:09:38,5,,,California Ave & Milwaukee Ave,13084,41.91,-87.67,41.922695,-87.697153,casual
BA034E9FF32EDEB1,electric_bike,6/6/2024 23:06,6/6/2024 23:18,0:11:58,4,,,,,41.88,-87.63,41.89,-87.66,casual
A36CA63BD59CC8D6,electric_bike,7/6/2024 18:39,7/6/2024 19:28,0:48:57,5,,,,,41.91,-87.62,41.91,-87.63,casual
7BB2CECEAB083ECE,electric_bike,7/6/2024 0:24,7/6/2024 0:27,0:03:56,5,,,,,41.97,-87.65,41.95,-87.65,casual
C9A89BE833C0F042,electric_bike,7/6/2024 16:28,7/6/2024 16:36,0:08:03,5,,,,,41.97,-87.64,41.95,-87.64,casual
41BB2C93B2920003,electric_bike,7/6/2024 10:07,7/6/2024 10:14,0:06:50,5,,,,,41.9,-87.69,41.91,-87.68,casual
A0C3E25B08B95170,electric_bike,7/6/2024 17:18,7/6/2024 17:40,0:21:33,5,,,,,41.92,-87.68,41.97,-87.69,casual
0FB8E40AB46C9610,electric_bike,6/6/2024 19:48,6/6/2024 19:56,0:08:10,4,,,,,42.05,-87.68,42.05,-87.67,casual
3D76AF92953C694E,electric_bike,7/6/2024 14:17,7/6/2024 14:21,0:04:31,5,,,,,42.06,-87.68,42.05,-87.67,casual
61D097DC23A5A0D8,electric_bike,7/6/2024 15:46,7/6/2024 15:51,0:04:20,5,,,,,42.05,-87.67,42.06,-87.68,casual
F2727DC63B4A1EB9,electric_bike,6/6/2024 19:05,6/6/2024 19:13,0:08:18,4,,,,,42.05,-87.68,42.05,-87.68,casual
D10FE4E6C4D741D8,electric_bike,7/6/2024 15:20,7/6/2024 15:26,0:05:35,5,,,,,42.05,-87.67,42.05,-87.67,casual
0A1ED7EB8487373F,electric_bike,7/6/2024 15:15,7/6/2024 15:46,0:30:25,5,,,,,41.92,-87.64,41.89,-87.63,casual
AC1DDC3C20111B00,electric_bike,7/6/2024 18:33,7/6/2024 21:31,2:57:56,5,,,,,41.86,-87.71,41.86,-87.71,casual
022A0F8A3F631B97,electric_bike,6/6/2024 19:35,6/6/2024 19:42,0:06:35,4,,,,,41.92,-87.63,41.93,-87.64,casual
061B6D6EC4A4149F,electric_bike,7/6/2024 18:59,7/6/2024 19:08,0:08:44,5,,,,,41.92,-87.7,41.92,-87.69,casual
02F4E38B1C05E83F,electric_bike,7/6/2024 17:09,7/6/2024 17:25,0:15:52,5,,,,,41.86,-87.65,41.89,-87.66,casual
ADC4C4E462D5D462,electric_bike,7/6/2024 12:38,7/6/2024 12:40,0:01:53,5,,,,,41.94,-87.68,41.94,-87.68,casual
4A797D97DB6AE8FF,electric_bike,6/6/2024 20:50,6/6/2024 21:46,0:56:16,4,,,,,41.89,-87.62,41.89,-87.61,casual
E4653F888BE17EBE,electric_bike,7/6/2024 17:16,7/6/2024 17:22,0:05:45,5,,,,,41.8,-87.58,41.8,-87.59,casual
0B99C09B94E89DC6,electric_bike,7/6/2024 8:05,7/6/2024 8:16,0:11:29,5,,,,,41.93,-87.63,41.94,-87.66,casual
3518608222011B2B,electric_bike,6/6/2024 21:41,6/6/2024 21:54,0:13:27,4,,,,,41.94,-87.64,41.96,-87.65,casual
BFB07829AB31CB59,electric_bike,6/6/2024 21:55,6/6/2024 22:05,0:09:40,4,,,,,41.94,-87.67,41.93,-87.66,casual
EB84CDD0E1CB1FCF,electric_bike,7/6/2024 2:28,7/6/2024 2:40,0:11:22,5,,,,,41.95,-87.65,41.98,-87.65,casual
4348086ED1DCEC2C,electric_bike,7/6/2024 11:38,7/6/2024 11:45,0:06:50,5,,,,,41.99,-87.66,42.01,-87.66,casual
609290AC88DBE4DC,electric_bike,7/6/2024 13:04,7/6/2024 13:14,0:09:04,5,,,,,42.01,-87.66,42,-87.66,casual
FC7C2906650199EB,electric_bike,7/6/2024 18:16,7/6/2024 18:23,0:06:58,5,,,,,41.91,-87.64,41.9,-87.63,casual
5218C133276220F7,electric_bike,6/6/2024 19:03,6/6/2024 19:19,0:15:51,4,,,,,41.92,-87.63,41.97,-87.64,casual
D71B5D5F80332C36,electric_bike,7/6/2024 17:03,7/6/2024 17:21,0:17:46,5,,,,,41.88,-87.63,41.92,-87.64,casual
7430C34ECDA08B64,electric_bike,7/6/2024 18:47,7/6/2024 19:02,0:14:35,5,,,,,41.96,-87.68,41.96,-87.64,casual
9662F0C953435A93,electric_bike,6/6/2024 19:17,6/6/2024 19:21,0:04:29,4,,,,,41.92,-87.69,41.93,-87.7,casual
2EE1E9A992DB51B7,electric_bike,6/6/2024 22:07,6/6/2024 22:12,0:04:48,4,,,,,41.94,-87.66,41.94,-87.67,casual
CEB0C26AFD6188F5,electric_bike,6/6/2024 22:01,6/6/2024 22:18,0:17:18,4,,,,,41.95,-87.65,41.97,-87.69,casual
8B33FF11E65B1746,electric_bike,6/6/2024 19:56,6/6/2024 20:09,0:13:33,4,,,,,41.92,-87.65,41.91,-87.63,casual
8FE8DF405A17FF49,electric_bike,7/6/2024 1:09,7/6/2024 1:46,0:36:36,5,,,,,41.94,-87.64,41.9,-87.63,casual
0703903F92D9BD12,electric_bike,7/6/2024 17:30,7/6/2024 18:01,0:30:53,5,,,,,41.98,-87.69,41.92,-87.71,casual
08C46349C25B05A6,electric_bike,7/6/2024 15:41,7/6/2024 15:59,0:17:51,5,,,,,41.89,-87.62,41.9,-87.62,casual
4377F7036B3CB5EB,electric_bike,6/6/2024 19:04,6/6/2024 19:24,0:20:30,4,,,,,41.95,-87.64,41.91,-87.64,casual
8F94E2714521DC30,electric_bike,7/6/2024 11:20,7/6/2024 11:24,0:03:57,5,,,,,41.92,-87.64,41.92,-87.64,casual
07CE7B10E310E9A3,electric_bike,7/6/2024 17:14,7/6/2024 17:22,0:07:42,5,,,,,41.88,-87.63,41.9,-87.63,casual
BED4DA34EC838546,electric_bike,7/6/2024 17:51,7/6/2024 17:58,0:06:50,5,,,,,41.98,-87.65,41.98,-87.67,casual
DD70223493A92072,electric_bike,6/6/2024 20:10,6/6/2024 20:23,0:13:49,4,,,,,41.9,-87.67,41.92,-87.69,casual
866A3A6C18C910D0,electric_bike,7/6/2024 16:29,7/6/2024 16:37,0:07:12,5,,,,,41.85,-87.72,41.86,-87.72,casual
3CB9D90B6BCE5741,electric_bike,7/6/2024 16:08,7/6/2024 16:18,0:10:38,5,,,,,41.86,-87.72,41.85,-87.72,casual
8C4D2C6D20AFF034,electric_bike,7/6/2024 14:50,7/6/2024 15:06,0:15:16,5,,,,,41.92,-87.63,41.93,-87.63,casual
AF6229573A5AE7F2,electric_bike,7/6/2024 16:41,7/6/2024 16:47,0:05:43,5,,,,,42,-87.76,41.99,-87.76,member
024688949CF8340E,electric_bike,7/6/2024 11:47,7/6/2024 11:49,0:01:38,5,,,,,41.89,-87.64,41.89,-87.64,member
B381D74A76D43DF5,electric_bike,7/6/2024 10:38,7/6/2024 10:50,0:11:50,5,,,,,41.92,-87.67,41.91,-87.63,casual
0E2E55F0C295D22B,electric_bike,6/6/2024 19:04,6/6/2024 19:21,0:16:49,4,,,,,41.98,-87.7,41.99,-87.71,casual
B2CDD911521070D9,electric_bike,7/6/2024 14:24,7/6/2024 14:56,0:32:26,5,,,,,41.91,-87.7,41.93,-87.63,casual
75DFB7A4E5D03148,electric_bike,7/6/2024 11:51,7/6/2024 11:56,0:05:03,5,,,,,41.92,-87.65,41.91,-87.65,casual
EFC29C1FB1CD171E,electric_bike,7/6/2024 0:36,7/6/2024 0:56,0:19:41,5,,,,,41.93,-87.79,41.94,-87.79,casual
896DD9CF94C47381,electric_bike,7/6/2024 17:54,7/6/2024 18:03,0:08:54,5,,,,,41.96,-87.67,41.95,-87.66,casual
BB039BF7FB0ECBD4,electric_bike,7/6/2024 18:55,7/6/2024 19:03,0:08:15,5,,,,,41.97,-87.69,41.97,-87.67,casual
1EA987D321141A37,electric_bike,7/6/2024 11:23,7/6/2024 11:29,0:06:22,5,,,,,41.97,-87.67,41.97,-87.69,casual
F74B48A32480CAE1,electric_bike,7/6/2024 15:20,7/6/2024 15:27,0:06:58,5,,,,,42.01,-87.66,42,-87.67,casual
C60A3DFA4DBBCBF2,electric_bike,7/6/2024 9:50,7/6/2024 9:59,0:08:53,5,,,,,41.92,-87.66,41.93,-87.65,casual
B979CAC80572994C,electric_bike,7/6/2024 13:28,7/6/2024 13:31,0:03:56,5,,,,,41.94,-87.64,41.94,-87.64,casual
B97C237EDE5A686C,electric_bike,7/6/2024 16:06,7/6/2024 16:43,0:36:33,5,,,,,41.91,-87.62,41.95,-87.66,casual
00BAD1987C30B9E9,electric_bike,7/6/2024 17:01,7/6/2024 17:11,0:09:43,5,,,,,41.95,-87.66,41.95,-87.68,casual
30795CD423C183B6,electric_bike,6/6/2024 21:00,6/6/2024 21:06,0:05:52,4,,,,,41.92,-87.63,41.93,-87.65,casual
F586F6D1E999E40E,electric_bike,6/6/2024 19:09,6/6/2024 19:15,0:06:17,4,,,,,41.93,-87.64,41.92,-87.63,casual
3DFB1366DF035F14,electric_bike,7/6/2024 0:32,7/6/2024 0:39,0:07:01,5,,,,,41.94,-87.65,41.96,-87.65,casual
6E5DFF59191A7BEF,electric_bike,7/6/2024 13:30,7/6/2024 14:01,0:31:04,5,,,,,41.91,-87.63,41.95,-87.65,casual
D3F94870C848DBE4,electric_bike,7/6/2024 13:30,7/6/2024 13:36,0:05:12,5,,,,,41.72,-87.64,41.72,-87.62,casual
26FBB615892620CD,electric_bike,7/6/2024 10:41,7/6/2024 10:54,0:12:58,5,,,,,41.93,-87.68,41.94,-87.65,casual
FDD74AB5698B0DC0,electric_bike,7/6/2024 18:46,7/6/2024 19:59,1:12:32,5,,,,,41.92,-87.63,41.91,-87.63,casual
ADDD48739E126C38,electric_bike,7/6/2024 14:51,7/6/2024 15:17,0:25:39,5,,,,,41.99,-87.65,41.93,-87.63,casual
6621B17B2AC21DF0,electric_bike,7/6/2024 18:49,7/6/2024 19:04,0:14:51,5,,,,,41.93,-87.65,41.9,-87.63,casual
B5C52B84AF073D00,electric_bike,7/6/2024 1:49,7/6/2024 2:34,0:44:55,5,,,,,41.96,-87.72,41.98,-87.68,casual
F436D8B5041F9FDB,electric_bike,6/6/2024 23:01,6/6/2024 23:10,0:08:52,4,,,,,41.91,-87.63,41.92,-87.65,casual
DA84C299035FC1D7,electric_bike,7/6/2024 11:03,7/6/2024 11:07,0:03:50,5,,,,,41.98,-87.68,41.98,-87.69,casual
59EA24BBBE7B8464,electric_bike,7/6/2024 11:38,7/6/2024 11:44,0:05:32,5,,,,,41.98,-87.69,41.98,-87.68,casual
29009CE492FDD557,electric_bike,7/6/2024 17:13,7/6/2024 17:18,0:05:27,5,,,,,42.06,-87.7,42.06,-87.72,casual
35477A7198019BFB,electric_bike,7/6/2024 14:52,7/6/2024 14:57,0:04:37,5,,,,,42.06,-87.72,42.06,-87.7,casual
CA5A196544D5FE65,electric_bike,6/6/2024 20:43,6/6/2024 20:54,0:10:26,4,,,,,41.97,-87.66,41.98,-87.65,casual
9302F77DBE9F2962,electric_bike,6/6/2024 19:56,6/6/2024 20:10,0:13:55,4,,,,,41.91,-87.62,41.94,-87.64,casual
7F7198FEB7F8F34A,electric_bike,7/6/2024 15:49,7/6/2024 16:04,0:14:50,5,,,,,41.93,-87.66,41.9,-87.68,casual
A3F9095C761C1DD4,electric_bike,6/6/2024 20:31,6/6/2024 20:47,0:16:31,4,,,,,41.91,-87.62,41.93,-87.65,casual
0D5B50F85AD42D83,electric_bike,6/6/2024 19:03,6/6/2024 19:22,0:18:24,4,,,,,41.93,-87.65,41.91,-87.63,casual
79CCCFB8AE4D10F8,electric_bike,7/6/2024 6:03,7/6/2024 6:07,0:03:46,5,,,,,41.92,-87.63,41.91,-87.63,casual
9431C2A519382E71,electric_bike,7/6/2024 12:58,7/6/2024 13:19,0:20:48,5,,,,,41.87,-87.62,41.88,-87.65,casual
87D9702D47FFE590,electric_bike,7/6/2024 18:38,7/6/2024 18:58,0:19:17,5,,,,,41.95,-87.68,41.98,-87.66,casual
8B492DD7AA5C7D26,electric_bike,7/6/2024 15:19,7/6/2024 15:25,0:05:42,5,,,,,41.93,-87.66,41.93,-87.64,casual
8FF3FA1567D8A182,electric_bike,6/6/2024 21:52,6/6/2024 22:07,0:15:21,4,,,,,41.91,-87.63,41.93,-87.64,casual
6D384D89F77503D6,electric_bike,6/6/2024 23:35,6/6/2024 23:44,0:09:18,4,,,,,41.91,-87.68,41.93,-87.7,casual
E3092B9025D7C78C,electric_bike,7/6/2024 15:16,7/6/2024 15:33,0:17:24,5,,,,,41.91,-87.68,41.94,-87.65,casual
B8D55DA1FD3119B8,electric_bike,7/6/2024 17:05,7/6/2024 17:11,0:06:17,5,,,,,41.89,-87.62,41.88,-87.64,casual
BA1A28F7FE2E4789,electric_bike,6/6/2024 21:36,6/6/2024 21:56,0:19:33,4,,,,,41.91,-87.63,41.92,-87.64,casual
6AF0B89148B4D042,electric_bike,7/6/2024 18:39,7/6/2024 18:58,0:19:28,5,,,,,41.94,-87.65,41.91,-87.67,casual
60F82DCA1B87F7FA,electric_bike,7/6/2024 15:10,7/6/2024 15:38,0:28:34,5,,,,,41.95,-87.64,41.96,-87.65,casual
02519FDC9632DF26,electric_bike,6/6/2024 19:39,7/6/2024 3:39,7:59:57,5,,,,,41.68,-87.65,41.71,-87.64,casual
0202F1A26434E056,electric_bike,6/6/2024 22:26,6/6/2024 22:34,0:07:44,4,,,,,41.98,-87.66,41.99,-87.67,casual
5883D6881856CC8B,electric_bike,6/6/2024 20:17,6/6/2024 20:20,0:02:42,4,,,,,41.94,-87.65,41.94,-87.64,casual
A2BA108E3F4A4DE6,electric_bike,7/6/2024 8:46,7/6/2024 9:05,0:19:39,5,,,,,41.9,-87.62,41.9,-87.62,casual
